Wind speed,Linear,Nonlinear,IMF1+IMF2,Linear_Subseries,Nonlinear(t-1),Nonlinear(t-2),Nonlinear(t-3),Nonlinear(t-4),Linear_Pred,Nonlinear_Pred,y(t-1),y(t-2),y(t-3),y(t-4),Linear_Subseries_Pred
10.160 ,10.108 ,0.053 ,-0.713 ,10.873 ,0.100 ,-0.194 ,0.125 ,0.045 ,10.433 ,0.047 ,11.095 ,11.664 ,12.728 ,12.914 ,10.886 
9.200 ,9.204 ,-0.002 ,-1.231 ,10.434 ,0.053 ,0.100 ,-0.194 ,0.125 ,9.262 ,-0.073 ,10.161 ,11.095 ,11.664 ,12.728 ,10.447 
8.540 ,8.606 ,-0.067 ,-1.429 ,9.969 ,-0.002 ,0.053 ,0.100 ,-0.194 ,8.553 ,-0.107 ,9.202 ,10.161 ,11.095 ,11.664 ,9.976 
8.810 ,8.770 ,0.040 ,-0.691 ,9.500 ,-0.067 ,-0.002 ,0.053 ,0.100 ,8.547 ,0.042 ,8.539 ,9.202 ,10.161 ,11.095 ,9.506 
9.610 ,9.544 ,0.065 ,0.551 ,9.057 ,0.040 ,-0.067 ,-0.002 ,0.053 ,9.487 ,0.054 ,8.809 ,8.539 ,9.202 ,10.161 ,9.051 
9.840 ,9.950 ,-0.105 ,1.169 ,8.676 ,0.065 ,0.040 ,-0.067 ,-0.002 ,10.156 ,-0.080 ,9.608 ,8.809 ,8.539 ,9.202 ,8.670 
9.340 ,9.304 ,0.035 ,0.961 ,8.378 ,-0.105 ,0.065 ,0.040 ,-0.067 ,9.486 ,0.055 ,9.845 ,9.608 ,8.809 ,8.539 ,8.374 
8.420 ,8.233 ,0.192 ,0.267 ,8.158 ,0.035 ,-0.105 ,0.065 ,0.040 ,8.190 ,0.062 ,9.339 ,9.845 ,9.608 ,8.809 ,8.173 
7.660 ,7.847 ,-0.190 ,-0.370 ,8.027 ,0.192 ,0.035 ,-0.105 ,0.065 ,7.833 ,-0.253 ,8.425 ,9.339 ,9.845 ,9.608 ,7.994 
8.140 ,8.227 ,-0.083 ,0.142 ,8.003 ,-0.190 ,0.192 ,0.035 ,-0.105 ,8.286 ,-0.007 ,7.656 ,8.425 ,9.339 ,9.845 ,7.987 
8.550 ,8.438 ,0.109 ,0.442 ,8.105 ,-0.083 ,-0.190 ,0.192 ,0.035 ,8.541 ,0.261 ,8.145 ,7.656 ,8.425 ,9.339 ,8.077 
8.380 ,8.129 ,0.253 ,0.035 ,8.347 ,0.109 ,-0.083 ,-0.190 ,0.192 ,7.983 ,0.119 ,8.547 ,8.145 ,7.656 ,8.425 ,8.328 
7.850 ,8.131 ,-0.280 ,-0.872 ,8.722 ,0.253 ,0.109 ,-0.083 ,-0.190 ,7.859 ,-0.415 ,8.382 ,8.547 ,8.145 ,7.656 ,8.712 
8.660 ,9.081 ,-0.425 ,-0.564 ,9.220 ,-0.280 ,0.253 ,0.109 ,-0.083 ,8.910 ,-0.051 ,7.850 ,8.382 ,8.547 ,8.145 ,9.193 
10.920 ,10.191 ,0.732 ,1.109 ,9.814 ,-0.425 ,-0.280 ,0.253 ,0.109 ,10.314 ,0.799 ,8.657 ,7.850 ,8.382 ,8.547 ,9.808 
10.410 ,10.450 ,-0.045 ,0.006 ,10.399 ,0.732 ,-0.425 ,-0.280 ,0.253 ,10.376 ,-0.217 ,10.923 ,8.657 ,7.850 ,8.382 ,10.448 
9.500 ,10.444 ,-0.946 ,-1.337 ,10.835 ,-0.045 ,0.732 ,-0.425 ,-0.280 ,10.006 ,-0.616 ,10.405 ,10.923 ,8.657 ,7.850 ,10.868 
11.930 ,10.997 ,0.933 ,0.907 ,11.023 ,-0.946 ,-0.045 ,0.732 ,-0.425 ,11.142 ,0.940 ,9.498 ,10.405 ,10.923 ,8.657 ,11.030 
11.080 ,11.367 ,-0.291 ,0.171 ,10.905 ,0.933 ,-0.946 ,-0.045 ,0.732 ,11.780 ,-0.308 ,11.930 ,9.498 ,10.405 ,10.923 ,10.943 
10.460 ,10.758 ,-0.300 ,0.006 ,10.452 ,-0.291 ,0.933 ,-0.946 ,-0.045 ,10.662 ,-0.290 ,11.076 ,11.930 ,9.498 ,10.405 ,10.485 
9.790 ,9.382 ,0.409 ,0.046 ,9.745 ,-0.300 ,-0.291 ,0.933 ,-0.946 ,9.801 ,0.322 ,10.458 ,11.076 ,11.930 ,9.498 ,9.716 
7.630 ,8.076 ,-0.450 ,-1.265 ,8.891 ,0.409 ,-0.300 ,-0.291 ,0.933 ,8.269 ,-0.381 ,9.791 ,10.458 ,11.076 ,11.930 ,8.925 
7.290 ,7.163 ,0.125 ,-0.709 ,7.996 ,-0.450 ,0.409 ,-0.300 ,-0.291 ,7.399 ,0.249 ,7.626 ,9.791 ,10.458 ,11.076 ,7.994 
6.230 ,6.049 ,0.179 ,-0.940 ,7.168 ,0.125 ,-0.450 ,0.409 ,-0.300 ,6.528 ,0.255 ,7.288 ,7.626 ,9.791 ,10.458 ,7.170 
4.470 ,4.744 ,-0.272 ,-2.029 ,6.501 ,0.179 ,0.125 ,-0.450 ,0.409 ,4.628 ,-0.142 ,6.228 ,7.288 ,7.626 ,9.791 ,6.483 
4.130 ,4.185 ,-0.057 ,-1.903 ,6.031 ,-0.272 ,0.179 ,0.125 ,-0.450 ,3.979 ,0.157 ,4.472 ,6.228 ,7.288 ,7.626 ,6.038 
5.030 ,4.872 ,0.160 ,-0.711 ,5.744 ,-0.057 ,-0.272 ,0.179 ,0.125 ,4.745 ,0.342 ,4.128 ,4.472 ,6.228 ,7.288 ,5.749 
6.270 ,6.338 ,-0.071 ,0.652 ,5.615 ,0.160 ,-0.057 ,-0.272 ,0.179 ,5.941 ,0.082 ,5.033 ,4.128 ,4.472 ,6.228 ,5.602 
7.760 ,7.734 ,0.029 ,2.145 ,5.618 ,-0.071 ,0.160 ,-0.057 ,-0.272 ,7.496 ,0.003 ,6.267 ,5.033 ,4.128 ,4.472 ,5.602 
8.220 ,8.327 ,-0.108 ,2.492 ,5.727 ,0.029 ,-0.071 ,0.160 ,-0.057 ,8.521 ,-0.051 ,7.763 ,6.267 ,5.033 ,4.128 ,5.710 
7.970 ,7.848 ,0.127 ,2.059 ,5.916 ,-0.108 ,0.029 ,-0.071 ,0.160 ,8.079 ,0.161 ,8.220 ,7.763 ,6.267 ,5.033 ,5.910 
6.790 ,6.692 ,0.102 ,0.642 ,6.153 ,0.127 ,-0.108 ,0.029 ,-0.071 ,6.903 ,-0.006 ,7.975 ,8.220 ,7.763 ,6.267 ,6.143 
5.540 ,5.694 ,-0.158 ,-0.869 ,6.405 ,0.102 ,0.127 ,-0.108 ,0.029 ,5.776 ,-0.251 ,6.794 ,7.975 ,8.220 ,7.763 ,6.400 
5.490 ,5.488 ,0.004 ,-1.148 ,6.640 ,-0.158 ,0.102 ,0.127 ,-0.108 ,5.387 ,0.000 ,5.536 ,6.794 ,7.975 ,8.220 ,6.641 
6.080 ,5.980 ,0.097 ,-0.749 ,6.825 ,0.004 ,-0.158 ,0.102 ,0.127 ,5.876 ,0.133 ,5.492 ,5.536 ,6.794 ,7.975 ,6.829 
6.690 ,6.606 ,0.085 ,-0.250 ,6.941 ,0.097 ,0.004 ,-0.158 ,0.102 ,6.501 ,-0.012 ,6.077 ,5.492 ,5.536 ,6.794 ,6.939 
6.850 ,7.096 ,-0.248 ,-0.169 ,7.017 ,0.085 ,0.097 ,0.004 ,-0.158 ,6.896 ,-0.231 ,6.691 ,6.077 ,5.492 ,5.536 ,6.983 
7.760 ,7.482 ,0.277 ,0.663 ,7.096 ,-0.248 ,0.085 ,0.097 ,0.004 ,7.473 ,0.164 ,6.848 ,6.691 ,6.077 ,5.492 ,7.097 
7.420 ,7.589 ,-0.171 ,0.208 ,7.209 ,0.277 ,-0.248 ,0.085 ,0.097 ,7.770 ,-0.115 ,7.759 ,6.848 ,6.691 ,6.077 ,7.204 
7.470 ,7.358 ,0.115 ,0.129 ,7.344 ,-0.171 ,0.277 ,-0.248 ,0.085 ,7.307 ,0.046 ,7.418 ,7.759 ,6.848 ,6.691 ,7.372 
7.080 ,7.071 ,0.009 ,-0.392 ,7.473 ,0.115 ,-0.171 ,0.277 ,-0.248 ,7.094 ,-0.078 ,7.472 ,7.418 ,7.759 ,6.848 ,7.466 
7.050 ,7.179 ,-0.125 ,-0.521 ,7.575 ,0.009 ,0.115 ,-0.171 ,0.277 ,7.037 ,-0.100 ,7.081 ,7.472 ,7.418 ,7.759 ,7.577 
7.770 ,7.640 ,0.127 ,0.139 ,7.627 ,-0.125 ,0.009 ,0.115 ,-0.171 ,7.651 ,0.136 ,7.054 ,7.081 ,7.472 ,7.418 ,7.627 
7.830 ,7.915 ,-0.082 ,0.220 ,7.613 ,0.127 ,-0.125 ,0.009 ,0.115 ,7.964 ,-0.014 ,7.766 ,7.054 ,7.081 ,7.472 ,7.622 
7.960 ,7.798 ,0.161 ,0.445 ,7.514 ,-0.082 ,0.127 ,-0.125 ,0.009 ,7.744 ,0.058 ,7.833 ,7.766 ,7.054 ,7.081 ,7.529 
7.280 ,7.462 ,-0.178 ,-0.049 ,7.333 ,0.161 ,-0.082 ,0.127 ,-0.125 ,7.608 ,-0.184 ,7.959 ,7.833 ,7.766 ,7.054 ,7.333 
7.000 ,7.066 ,-0.064 ,-0.114 ,7.115 ,-0.178 ,0.161 ,-0.082 ,0.127 ,7.196 ,0.072 ,7.284 ,7.959 ,7.833 ,7.766 ,7.094 
6.760 ,6.544 ,0.214 ,-0.161 ,6.919 ,-0.064 ,-0.178 ,0.161 ,-0.082 ,6.706 ,0.279 ,7.001 ,7.284 ,7.959 ,7.833 ,6.912 
6.180 ,6.164 ,0.016 ,-0.621 ,6.801 ,0.214 ,-0.064 ,-0.178 ,0.161 ,5.981 ,-0.078 ,6.758 ,7.001 ,7.284 ,7.959 ,6.781 
6.300 ,6.538 ,-0.236 ,-0.503 ,6.805 ,0.016 ,0.214 ,-0.064 ,-0.178 ,6.251 ,-0.243 ,6.180 ,6.758 ,7.001 ,7.284 ,6.793 
7.520 ,7.449 ,0.069 ,0.578 ,6.940 ,-0.236 ,0.016 ,0.214 ,-0.064 ,7.533 ,0.164 ,6.302 ,6.180 ,6.758 ,7.001 ,6.944 
8.090 ,7.934 ,0.160 ,0.888 ,7.206 ,0.069 ,-0.236 ,0.016 ,0.214 ,7.980 ,0.223 ,7.518 ,6.302 ,6.180 ,6.758 ,7.181 
7.850 ,7.803 ,0.052 ,0.251 ,7.604 ,0.160 ,0.069 ,-0.236 ,0.016 ,7.588 ,-0.113 ,8.094 ,7.518 ,6.302 ,6.180 ,7.580 
7.720 ,7.955 ,-0.235 ,-0.403 ,8.123 ,0.052 ,0.160 ,0.069 ,-0.236 ,7.737 ,-0.326 ,7.855 ,8.094 ,7.518 ,6.302 ,8.100 
8.850 ,8.813 ,0.035 ,0.136 ,8.711 ,-0.235 ,0.052 ,0.160 ,0.069 ,8.810 ,0.116 ,7.719 ,7.855 ,8.094 ,7.518 ,8.725 
9.630 ,9.549 ,0.082 ,0.333 ,9.298 ,0.035 ,-0.235 ,0.052 ,0.160 ,9.643 ,0.254 ,8.848 ,7.719 ,7.855 ,8.094 ,9.304 
9.770 ,9.555 ,0.212 ,-0.051 ,9.819 ,0.082 ,0.035 ,-0.235 ,0.052 ,9.419 ,0.053 ,9.631 ,8.848 ,7.719 ,7.855 ,9.820 
9.190 ,9.499 ,-0.314 ,-1.039 ,10.224 ,0.212 ,0.082 ,0.035 ,-0.235 ,9.264 ,-0.412 ,9.768 ,9.631 ,8.848 ,7.719 ,10.228 
9.930 ,10.243 ,-0.315 ,-0.561 ,10.489 ,-0.314 ,0.212 ,0.082 ,0.035 ,10.066 ,0.060 ,9.185 ,9.768 ,9.631 ,8.848 ,10.488 
12.030 ,11.237 ,0.796 ,1.439 ,10.593 ,-0.315 ,-0.314 ,0.212 ,0.082 ,11.425 ,0.750 ,9.928 ,9.185 ,9.768 ,9.631 ,10.618 
10.870 ,11.339 ,-0.466 ,0.355 ,10.518 ,0.796 ,-0.315 ,-0.314 ,0.212 ,11.406 ,-0.448 ,12.033 ,9.928 ,9.185 ,9.768 ,10.545 
10.380 ,10.685 ,-0.304 ,0.127 ,10.254 ,-0.466 ,0.796 ,-0.315 ,-0.314 ,10.571 ,-0.168 ,10.873 ,12.033 ,9.928 ,9.185 ,10.284 
10.340 ,9.980 ,0.363 ,0.515 ,9.828 ,-0.304 ,-0.466 ,0.796 ,-0.315 ,10.362 ,0.565 ,10.381 ,10.873 ,12.033 ,9.928 ,9.830 
9.280 ,9.345 ,-0.062 ,0.005 ,9.279 ,0.363 ,-0.304 ,-0.466 ,0.796 ,9.566 ,0.032 ,10.343 ,10.381 ,10.873 ,12.033 ,9.302 
8.260 ,8.457 ,-0.193 ,-0.380 ,8.644 ,-0.062 ,0.363 ,-0.304 ,-0.466 ,8.649 ,-0.124 ,9.284 ,10.343 ,10.381 ,10.873 ,8.657 
7.160 ,7.132 ,0.029 ,-0.800 ,7.961 ,-0.193 ,-0.062 ,0.363 ,-0.304 ,7.501 ,0.151 ,8.264 ,9.284 ,10.343 ,10.381 ,7.979 
5.500 ,5.619 ,-0.117 ,-1.765 ,7.267 ,0.029 ,-0.193 ,-0.062 ,0.363 ,5.875 ,0.245 ,7.161 ,8.264 ,9.284 ,10.343 ,7.280 
4.650 ,4.453 ,0.192 ,-1.956 ,6.601 ,-0.117 ,0.029 ,-0.193 ,-0.062 ,4.493 ,0.290 ,5.502 ,7.161 ,8.264 ,9.284 ,6.604 
3.850 ,4.105 ,-0.257 ,-2.147 ,5.995 ,0.192 ,-0.117 ,0.029 ,-0.193 ,4.003 ,-0.056 ,4.646 ,5.502 ,7.161 ,8.264 ,5.998 
4.550 ,4.643 ,-0.089 ,-0.903 ,5.457 ,-0.257 ,0.192 ,-0.117 ,0.029 ,4.408 ,0.206 ,3.848 ,4.646 ,5.502 ,7.161 ,5.467 
5.740 ,5.394 ,0.342 ,0.748 ,4.988 ,-0.089 ,-0.257 ,0.192 ,-0.117 ,5.441 ,0.428 ,4.554 ,3.848 ,4.646 ,5.502 ,4.986 
5.060 ,5.437 ,-0.379 ,0.470 ,4.588 ,0.342 ,-0.089 ,-0.257 ,0.192 ,5.606 ,-0.166 ,5.736 ,4.554 ,3.848 ,4.646 ,4.588 
4.920 ,4.685 ,0.238 ,0.666 ,4.257 ,-0.379 ,0.342 ,-0.089 ,-0.257 ,4.740 ,0.207 ,5.058 ,5.736 ,4.554 ,3.848 ,4.254 
3.820 ,3.830 ,-0.008 ,-0.174 ,3.995 ,0.238 ,-0.379 ,0.342 ,-0.089 ,3.963 ,-0.037 ,4.922 ,5.058 ,5.736 ,4.554 ,3.988 
3.580 ,3.725 ,-0.144 ,-0.224 ,3.805 ,-0.008 ,0.238 ,-0.379 ,0.342 ,3.499 ,-0.089 ,3.821 ,4.922 ,5.058 ,5.736 ,3.796 
4.720 ,4.445 ,0.271 ,1.028 ,3.689 ,-0.144 ,-0.008 ,0.238 ,-0.379 ,4.349 ,0.135 ,3.581 ,3.821 ,4.922 ,5.058 ,3.679 
5.080 ,5.197 ,-0.116 ,1.432 ,3.649 ,0.271 ,-0.144 ,-0.008 ,0.238 ,5.204 ,-0.226 ,4.716 ,3.581 ,3.821 ,4.922 ,3.639 
5.340 ,5.381 ,-0.038 ,1.654 ,3.689 ,-0.116 ,0.271 ,-0.144 ,-0.008 ,5.315 ,-0.103 ,5.081 ,4.716 ,3.581 ,3.821 ,3.677 
5.450 ,5.048 ,0.404 ,1.643 ,3.809 ,-0.038 ,-0.116 ,0.271 ,-0.144 ,5.175 ,0.044 ,5.343 ,5.081 ,4.716 ,3.581 ,3.796 
4.300 ,4.643 ,-0.346 ,0.296 ,4.001 ,0.404 ,-0.038 ,-0.116 ,0.271 ,4.700 ,-0.542 ,5.453 ,5.343 ,5.081 ,4.716 ,3.992 
4.740 ,4.584 ,0.153 ,0.481 ,4.255 ,-0.346 ,0.404 ,-0.038 ,-0.116 ,4.479 ,-0.041 ,4.297 ,5.453 ,5.343 ,5.081 ,4.241 
4.780 ,4.669 ,0.111 ,0.220 ,4.560 ,0.153 ,-0.346 ,0.404 ,-0.038 ,4.858 ,-0.036 ,4.736 ,4.297 ,5.453 ,5.343 ,4.548 
4.890 ,4.725 ,0.169 ,-0.011 ,4.905 ,0.111 ,0.153 ,-0.346 ,0.404 ,4.518 ,-0.184 ,4.781 ,4.736 ,4.297 ,5.453 ,4.894 
4.490 ,4.835 ,-0.347 ,-0.785 ,5.273 ,0.169 ,0.111 ,0.153 ,-0.346 ,4.817 ,-0.475 ,4.894 ,4.781 ,4.736 ,4.297 ,5.267 
5.310 ,5.090 ,0.224 ,-0.328 ,5.642 ,-0.347 ,0.169 ,0.111 ,0.153 ,5.050 ,0.120 ,4.487 ,4.894 ,4.781 ,4.736 ,5.636 
5.710 ,5.384 ,0.327 ,-0.282 ,5.994 ,0.224 ,-0.347 ,0.169 ,0.111 ,5.359 ,0.044 ,5.315 ,4.487 ,4.894 ,4.781 ,5.992 
5.370 ,5.860 ,-0.485 ,-0.928 ,6.303 ,0.327 ,0.224 ,-0.347 ,0.169 ,5.511 ,-0.567 ,5.711 ,5.315 ,4.487 ,4.894 ,6.305 
6.900 ,6.647 ,0.249 ,0.355 ,6.541 ,-0.485 ,0.327 ,0.224 ,-0.347 ,6.585 ,0.110 ,5.375 ,5.711 ,5.315 ,4.487 ,6.552 
7.240 ,7.148 ,0.092 ,0.566 ,6.675 ,0.249 ,-0.485 ,0.327 ,0.224 ,7.388 ,0.040 ,6.896 ,5.375 ,5.711 ,5.315 ,6.688 
6.710 ,6.938 ,-0.228 ,0.030 ,6.680 ,0.092 ,0.249 ,-0.485 ,0.327 ,6.864 ,-0.152 ,7.241 ,6.896 ,5.375 ,5.711 ,6.696 
6.850 ,6.308 ,0.544 ,0.303 ,6.549 ,-0.228 ,0.092 ,0.249 ,-0.485 ,6.448 ,0.119 ,6.710 ,7.241 ,6.896 ,5.375 ,6.557 
5.080 ,5.859 ,-0.781 ,-1.205 ,6.284 ,0.544 ,-0.228 ,0.092 ,0.249 ,5.922 ,-0.698 ,6.852 ,6.710 ,7.241 ,6.896 ,6.305 
6.520 ,5.966 ,0.555 ,0.620 ,5.901 ,-0.781 ,0.544 ,-0.228 ,0.092 ,5.796 ,0.476 ,5.078 ,6.852 ,6.710 ,7.241 ,5.909 
6.170 ,6.054 ,0.117 ,0.693 ,5.478 ,0.555 ,-0.781 ,0.544 ,-0.228 ,6.410 ,-0.021 ,6.521 ,5.078 ,6.852 ,6.710 ,5.444 
5.450 ,5.878 ,-0.428 ,0.351 ,5.099 ,0.117 ,0.555 ,-0.781 ,0.544 ,5.574 ,-0.401 ,6.171 ,6.521 ,5.078 ,6.852 ,5.099 
5.850 ,5.578 ,0.273 ,1.033 ,4.818 ,-0.428 ,0.117 ,0.555 ,-0.781 ,5.808 ,0.172 ,5.449 ,6.171 ,6.521 ,5.078 ,4.818 
5.090 ,5.092 ,0.002 ,0.445 ,4.649 ,0.273 ,-0.428 ,0.117 ,0.555 ,5.350 ,-0.080 ,5.851 ,5.449 ,6.171 ,6.521 ,4.660 
4.600 ,4.442 ,0.157 ,-0.002 ,4.600 ,0.002 ,0.273 ,-0.428 ,0.117 ,4.429 ,-0.045 ,5.094 ,5.851 ,5.449 ,6.171 ,4.577 
3.630 ,3.955 ,-0.326 ,-1.051 ,4.681 ,0.157 ,0.002 ,0.273 ,-0.428 ,3.938 ,-0.371 ,4.599 ,5.094 ,5.851 ,5.449 ,4.659 
4.470 ,4.169 ,0.304 ,-0.415 ,4.887 ,-0.326 ,0.157 ,0.002 ,0.273 ,3.937 ,0.179 ,3.630 ,4.599 ,5.094 ,5.851 ,4.873 
4.920 ,4.939 ,-0.021 ,-0.249 ,5.167 ,0.304 ,-0.326 ,0.157 ,0.002 ,4.914 ,-0.069 ,4.473 ,3.630 ,4.599 ,5.094 ,5.191 
5.630 ,5.730 ,-0.104 ,0.169 ,5.456 ,-0.021 ,0.304 ,-0.326 ,0.157 ,5.504 ,-0.175 ,4.919 ,4.473 ,3.630 ,4.599 ,5.454 
6.320 ,6.152 ,0.164 ,0.627 ,5.690 ,-0.104 ,-0.021 ,0.304 ,-0.326 ,6.170 ,0.010 ,5.626 ,4.919 ,4.473 ,3.630 ,5.705 
6.240 ,6.287 ,-0.050 ,0.435 ,5.802 ,0.164 ,-0.104 ,-0.021 ,0.304 ,6.211 ,-0.136 ,6.317 ,5.626 ,4.919 ,4.473 ,5.822 
6.450 ,6.330 ,0.120 ,0.718 ,5.732 ,-0.050 ,0.164 ,-0.104 ,-0.021 ,6.409 ,-0.066 ,6.237 ,6.317 ,5.626 ,4.919 ,5.758 
5.780 ,5.988 ,-0.206 ,0.340 ,5.442 ,0.120 ,-0.050 ,0.164 ,-0.104 ,6.332 ,-0.217 ,6.449 ,6.237 ,6.317 ,5.626 ,5.460 
5.350 ,5.146 ,0.200 ,0.366 ,4.980 ,-0.206 ,0.120 ,-0.050 ,0.164 ,5.213 ,0.140 ,5.783 ,6.449 ,6.237 ,6.317 ,4.956 
4.380 ,4.150 ,0.229 ,-0.030 ,4.409 ,0.200 ,-0.206 ,0.120 ,-0.050 ,4.332 ,-0.055 ,5.346 ,5.783 ,6.449 ,6.237 ,4.438 
3.010 ,3.541 ,-0.530 ,-0.783 ,3.795 ,0.229 ,0.200 ,-0.206 ,0.120 ,3.550 ,-0.500 ,4.379 ,5.346 ,5.783 ,6.449 ,3.799 
3.740 ,3.397 ,0.346 ,0.536 ,3.208 ,-0.530 ,0.229 ,0.200 ,-0.206 ,3.465 ,0.324 ,3.011 ,4.379 ,5.346 ,5.783 ,3.204 
3.250 ,3.074 ,0.172 ,0.508 ,2.738 ,0.346 ,-0.530 ,0.229 ,0.200 ,3.366 ,0.069 ,3.743 ,3.011 ,4.379 ,5.346 ,2.704 
2.190 ,2.457 ,-0.271 ,-0.260 ,2.446 ,0.172 ,0.346 ,-0.530 ,0.229 ,2.289 ,-0.364 ,3.246 ,3.743 ,3.011 ,4.379 ,2.446 
2.140 ,2.123 ,0.019 ,-0.203 ,2.345 ,-0.271 ,0.172 ,0.346 ,-0.530 ,2.097 ,-0.031 ,2.186 ,3.246 ,3.743 ,3.011 ,2.338 
2.500 ,2.331 ,0.170 ,0.066 ,2.436 ,0.019 ,-0.271 ,0.172 ,0.346 ,2.369 ,0.160 ,2.142 ,2.186 ,3.246 ,3.743 ,2.413 
2.670 ,2.743 ,-0.074 ,-0.008 ,2.676 ,0.170 ,0.019 ,-0.271 ,0.172 ,2.640 ,-0.059 ,2.501 ,2.142 ,2.186 ,3.246 ,2.683 
3.030 ,3.027 ,0.007 ,0.029 ,3.005 ,-0.074 ,0.170 ,0.019 ,-0.271 ,2.913 ,-0.085 ,2.669 ,2.501 ,2.142 ,2.186 ,2.996 
3.200 ,3.273 ,-0.075 ,-0.157 ,3.354 ,0.007 ,-0.074 ,0.170 ,0.019 ,3.194 ,-0.045 ,3.034 ,2.669 ,2.501 ,2.142 ,3.359 
3.910 ,3.696 ,0.212 ,0.242 ,3.665 ,-0.075 ,0.007 ,-0.074 ,0.170 ,3.578 ,0.147 ,3.197 ,3.034 ,2.669 ,2.501 ,3.656 
3.800 ,4.088 ,-0.287 ,-0.117 ,3.919 ,0.212 ,-0.075 ,0.007 ,-0.074 ,4.180 ,-0.170 ,3.908 ,3.197 ,3.034 ,2.669 ,3.898 
4.440 ,4.123 ,0.314 ,0.325 ,4.112 ,-0.287 ,0.212 ,-0.075 ,0.007 ,4.134 ,0.186 ,3.801 ,3.908 ,3.197 ,3.034 ,4.117 
3.680 ,3.916 ,-0.238 ,-0.598 ,4.276 ,0.314 ,-0.287 ,0.212 ,-0.075 ,3.875 ,-0.182 ,4.437 ,3.801 ,3.908 ,3.197 ,4.249 
4.120 ,4.093 ,0.022 ,-0.325 ,4.440 ,-0.238 ,0.314 ,-0.287 ,0.212 ,3.844 ,0.090 ,3.678 ,4.437 ,3.801 ,3.908 ,4.444 
4.990 ,4.729 ,0.258 ,0.365 ,4.622 ,0.022 ,-0.238 ,0.314 ,-0.287 ,4.811 ,0.153 ,4.115 ,3.678 ,4.437 ,3.801 ,4.615 
4.870 ,5.318 ,-0.446 ,0.023 ,4.848 ,0.258 ,0.022 ,-0.238 ,0.314 ,5.191 ,-0.277 ,4.987 ,4.115 ,3.678 ,4.437 ,4.830 
5.920 ,5.463 ,0.458 ,0.782 ,5.139 ,-0.446 ,0.258 ,0.022 ,-0.238 ,5.486 ,0.335 ,4.871 ,4.987 ,4.115 ,3.678 ,5.126 
5.030 ,5.187 ,-0.156 ,-0.463 ,5.494 ,0.458 ,-0.446 ,0.258 ,0.022 ,5.312 ,-0.216 ,5.921 ,4.871 ,4.987 ,4.115 ,5.493 
5.000 ,5.234 ,-0.236 ,-0.893 ,5.891 ,-0.156 ,0.458 ,-0.446 ,0.258 ,4.846 ,-0.131 ,5.031 ,5.921 ,4.871 ,4.987 ,5.889 
6.430 ,6.046 ,0.389 ,0.128 ,6.306 ,-0.236 ,-0.156 ,0.458 ,-0.446 ,5.963 ,0.323 ,4.998 ,5.031 ,5.921 ,4.871 ,6.300 
7.000 ,7.137 ,-0.140 ,0.279 ,6.718 ,0.389 ,-0.236 ,-0.156 ,0.458 ,7.054 ,-0.239 ,6.434 ,4.998 ,5.031 ,5.921 ,6.712 
7.630 ,7.804 ,-0.178 ,0.515 ,7.110 ,-0.140 ,0.389 ,-0.236 ,-0.156 ,7.678 ,-0.124 ,6.997 ,6.434 ,4.998 ,5.031 ,7.101 
8.100 ,7.804 ,0.299 ,0.634 ,7.469 ,-0.178 ,-0.140 ,0.389 ,-0.236 ,7.908 ,0.212 ,7.625 ,6.997 ,6.434 ,4.998 ,7.470 
7.520 ,7.579 ,-0.060 ,-0.260 ,7.778 ,0.299 ,-0.178 ,-0.140 ,0.389 ,7.535 ,-0.140 ,8.103 ,7.625 ,6.997 ,6.434 ,7.780 
7.690 ,7.801 ,-0.113 ,-0.336 ,8.024 ,-0.060 ,0.299 ,-0.178 ,-0.140 ,7.587 ,-0.163 ,7.519 ,8.103 ,7.625 ,6.997 ,8.031 
8.460 ,8.449 ,0.010 ,0.267 ,8.192 ,-0.113 ,-0.060 ,0.299 ,-0.178 ,8.502 ,0.049 ,7.688 ,7.519 ,8.103 ,7.625 ,8.204 
9.080 ,8.840 ,0.237 ,0.807 ,8.270 ,0.010 ,-0.113 ,-0.060 ,0.299 ,8.897 ,0.159 ,8.459 ,7.688 ,7.519 ,8.103 ,8.278 
8.440 ,8.602 ,-0.163 ,0.167 ,8.273 ,0.237 ,0.010 ,-0.113 ,-0.060 ,8.616 ,-0.235 ,9.077 ,8.459 ,7.688 ,7.519 ,8.267 
7.990 ,8.079 ,-0.092 ,-0.242 ,8.229 ,-0.163 ,0.237 ,0.010 ,-0.113 ,8.154 ,-0.099 ,8.439 ,9.077 ,8.459 ,7.688 ,8.227 
7.940 ,7.722 ,0.218 ,-0.235 ,8.175 ,-0.092 ,-0.163 ,0.237 ,0.010 ,7.830 ,0.191 ,7.987 ,8.439 ,9.077 ,8.459 ,8.177 
7.720 ,7.718 ,0.002 ,-0.425 ,8.145 ,0.218 ,-0.092 ,-0.163 ,0.237 ,7.601 ,-0.077 ,7.940 ,7.987 ,8.439 ,9.077 ,8.142 
7.770 ,7.990 ,-0.216 ,-0.392 ,8.166 ,0.002 ,0.218 ,-0.092 ,-0.163 ,7.927 ,-0.204 ,7.720 ,7.940 ,7.987 ,8.439 ,8.164 
